 ,transaction_id,date,keyword,amount_cad,direction,transaction_type,merchant_or_source,description,account,scope,status,mixed_halal_pct,haram_portion_disposed,cost_basis_cad,related_reference,missing_information,parse_line
Faris Mahmood,FMR000385,2025-08-17,freelance_income,$431.44,inflow,income,Freelance Client,,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-08-17 | freelance_income | 431.44 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000027,2026-02-24,rental_income,"$1,631.24",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-24 | rental_income | 1631.24 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000066,2026-02-24,phone_bill,$59.03,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-24 | phone_bill | 59.03 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000225,2026-02-24,business_supplies,$33.69,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-02-24 | business_supplies | 33.69 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000318,2026-02-24,electricity_bill,$81.74,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-24 | electricity_bill | 81.74 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000007,2026-02-25,salary_income,"$3,550.00",inflow,income,Employer Payroll,Monthly employment salary,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-25 | salary_income | 3550.00 | inflow | income | Employer Payroll | Monthly employment salary
Faris Mahmood,FMR000021,2026-02-25,electricity_bill,$86.81,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-25 | electricity_bill | 86.81 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000533,2026-02-25,rental_income,"$1,317.62",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-25 | rental_income | 1317.62 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMS0016,2026-02-25,tentative_unscreened_investment,$215.00,inflow,income,Investment Platform,Distribution from an unscreened investment fund.,FM_INVESTMENT,personal,posted,,,,,,2026-02-25 | tentative_unscreened_investment | 215.00 | inflow | income | Investment Platform | Distribution from an unscreened investment fund.
Faris Mahmood,FMR000351,2026-02-26,tip_income,$116.47,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-26 | tip_income | 116.47 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000496,2026-02-26,tip_income,$34.85,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-02-26 | tip_income | 34.85 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000054,2026-02-28,groceries,$138.45,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-02-28 | groceries | 138.45 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000023,2026-03-02,tip_income,$41.34,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-03-02 | tip_income | 41.34 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000184,2026-03-02,rental_income,"$1,781.33",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-03-02 | rental_income | 1781.33 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000320,2026-03-02,business_advertising,$94.54,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-02 | business_advertising | 94.54 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMS0017,2026-03-02,missing_info_affiliate_income,$260.00,inflow,income,Affiliate Network,Affiliate payout received; underlying promoted product/service is not listed.,FM_CHQ_PERSONAL,personal,posted,,,,,Underlying product/service and contract terms are missing,2026-03-02 | missing_info_affiliate_income | 260.00 | inflow | income | Affiliate Network | Affiliate payout received; underlying promoted product/service is not listed.
Faris Mahmood,FMR000299,2026-03-03,software_subscription,$41.50,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-03 | software_subscription | 41.50 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000293,2026-03-04,phone_bill,$76.34,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-04 | phone_bill | 76.34 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000555,2026-03-04,groceries,$110.72,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-04 | groceries | 110.72 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000262,2026-03-05,transportation,$41.37,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-05 | transportation | 41.37 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000307,2026-03-05,business_supplies,$24.49,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-05 | business_supplies | 24.49 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000406,2026-03-05,business_advertising,$56.80,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-05 | business_advertising | 56.80 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000222,2026-03-06,restaurant_meal,$41.93,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-06 | restaurant_meal | 41.93 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000485,2026-03-06,freelance_income,$827.22,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-03-06 | freelance_income | 827.22 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMH004,2026-03-07,gambling_income,$310.00,inflow,income,Sports Betting Platform,Gambling winnings,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-03-07 | gambling_income | 310.00 | inflow | income | Sports Betting Platform | Gambling winnings
Faris Mahmood,FMR000245,2026-03-07,restaurant_meal,$56.89,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-07 | restaurant_meal | 56.89 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000433,2026-03-08,rental_income,"$1,409.57",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-03-08 | rental_income | 1409.57 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000055,2026-03-10,electricity_bill,$161.13,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-10 | electricity_bill | 161.13 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000282,2026-03-10,business_advertising,$196.41,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-10 | business_advertising | 196.41 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000177,2026-03-11,restaurant_meal,$25.65,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-11 | restaurant_meal | 25.65 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000195,2026-03-11,groceries,$60.72,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-11 | groceries | 60.72 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000203,2026-03-11,phone_bill,$102.83,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-11 | phone_bill | 102.83 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000286,2026-03-11,business_supplies,$192.22,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-11 | business_supplies | 192.22 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000375,2026-03-11,electricity_bill,$124.10,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-11 | electricity_bill | 124.10 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000464,2026-03-11,rental_income,"$1,513.78",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-03-11 | rental_income | 1513.78 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000566,2026-03-11,software_subscription,$12.17,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-11 | software_subscription | 12.17 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000048,2026-03-12,business_advertising,$174.67,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-12 | business_advertising | 174.67 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000160,2026-03-12,business_sale_income,$240.37,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-12 | business_sale_income | 240.37 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000237,2026-03-12,restaurant_meal,$80.21,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-12 | restaurant_meal | 80.21 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000397,2026-03-12,tip_income,$96.41,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-03-12 | tip_income | 96.41 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMS0018,2026-03-12,missing_info_marketplace_income,$415.00,inflow,income,Marketplace,Marketplace credit with no product description.,FM_CHQ_BUSINESS,business,posted,,,,,Product type and source of the payment are missing,2026-03-12 | missing_info_marketplace_income | 415.00 | inflow | income | Marketplace | Marketplace credit with no product description.
Faris Mahmood,FMR000063,2026-03-13,business_sale_income,$217.75,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-13 | business_sale_income | 217.75 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000574,2026-03-13,restaurant_meal,$25.85,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-13 | restaurant_meal | 25.85 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000288,2026-03-14,restaurant_meal,$89.08,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-14 | restaurant_meal | 89.08 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000325,2026-03-14,business_sale_income,$204.59,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-14 | business_sale_income | 204.59 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000367,2026-03-14,transportation,$27.22,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-14 | transportation | 27.22 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000369,2026-03-14,tip_income,$89.07,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-03-14 | tip_income | 89.07 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000343,2026-03-15,business_supplies,$142.21,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-15 | business_supplies | 142.21 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000370,2026-03-15,phone_bill,$117.14,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-15 | phone_bill | 117.14 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000111,2026-03-16,business_sale_income,$309.23,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-16 | business_sale_income | 309.23 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000226,2026-03-18,business_advertising,$48.78,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-18 | business_advertising | 48.78 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000519,2026-03-18,groceries,$161.97,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-18 | groceries | 161.97 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000108,2026-03-20,groceries,$140.58,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-20 | groceries | 140.58 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000273,2026-03-20,transportation,$12.17,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-20 | transportation | 12.17 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000450,2026-03-20,restaurant_meal,$66.23,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-20 | restaurant_meal | 66.23 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMS0019,2026-03-20,crypto_sale_with_cost_basis,"$3,100.00",inflow,asset_sale,Crypto Exchange,Sold Token A. Original cost basis is provided.,FM_CHQ_PERSONAL,personal,posted,,,2450,,,2026-03-20 | crypto_sale_with_cost_basis | 3100.00 | inflow | asset_sale | Crypto Exchange | Sold Token A. Original cost basis is provided.
Faris Mahmood,FMR000265,2026-03-21,electricity_bill,$144.50,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-21 | electricity_bill | 144.50 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000488,2026-03-21,business_sale_income,$330.76,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-21 | business_sale_income | 330.76 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000500,2026-03-21,business_sale_income,$397.61,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-21 | business_sale_income | 397.61 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000077,2026-03-22,phone_bill,$45.09,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-22 | phone_bill | 45.09 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000058,2026-03-23,tip_income,$72.53,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-03-23 | tip_income | 72.53 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000117,2026-03-23,transportation,$16.28,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-23 | transportation | 16.28 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000151,2026-03-23,restaurant_meal,$81.95,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-23 | restaurant_meal | 81.95 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000153,2026-03-23,business_supplies,$211.98,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-23 | business_supplies | 211.98 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000576,2026-03-23,phone_bill,$115.17,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-23 | phone_bill | 115.17 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000494,2026-03-24,phone_bill,$48.55,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-24 | phone_bill | 48.55 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000178,2026-03-26,restaurant_meal,$55.80,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-26 | restaurant_meal | 55.80 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000008,2026-03-27,salary_income,"$3,550.00",inflow,income,Employer Payroll,Monthly employment salary,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-03-27 | salary_income | 3550.00 | inflow | income | Employer Payroll | Monthly employment salary
Faris Mahmood,FMR000539,2026-03-27,tip_income,$83.97,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-03-27 | tip_income | 83.97 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000536,2026-03-28,groceries,$154.26,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-28 | groceries | 154.26 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000104,2026-03-29,business_sale_income,$358.12,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-29 | business_sale_income | 358.12 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000126,2026-03-29,personal_spending,$15.83,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-29 | personal_spending | 15.83 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000249,2026-03-29,restaurant_meal,$84.48,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-29 | restaurant_meal | 84.48 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000278,2026-03-29,business_sale_income,$85.66,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-29 | business_sale_income | 85.66 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000346,2026-03-29,business_sale_income,$127.85,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-03-29 | business_sale_income | 127.85 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMS0020,2026-03-29,crypto_sale_missing_cost_basis,"$1,850.00",inflow,asset_sale,Crypto Exchange,Sold Token B. Cost basis was not recorded.,FM_CHQ_PERSONAL,personal,posted,,,,,Crypto cost basis and screening status are missing,2026-03-29 | crypto_sale_missing_cost_basis | 1850.00 | inflow | asset_sale | Crypto Exchange | Sold Token B. Cost basis was not recorded.
Faris Mahmood,FMR000296,2026-03-30,personal_spending,$33.20,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-30 | personal_spending | 33.20 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000050,2026-03-31,rental_income,"$1,219.00",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-03-31 | rental_income | 1219.00 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000097,2026-03-31,electricity_bill,$145.76,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-03-31 | electricity_bill | 145.76 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000475,2026-04-02,rental_income,$719.18,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-02 | rental_income | 719.18 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000067,2026-04-03,freelance_income,$697.12,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-03 | freelance_income | 697.12 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000158,2026-04-03,phone_bill,$113.25,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-03 | phone_bill | 113.25 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000465,2026-04-04,phone_bill,$109.21,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-04 | phone_bill | 109.21 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMS0021,2026-04-05,internal_transfer,$900.00,outflow,transfer,Own Savings Account,Transfer from personal chequing to own savings account.,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-05 | internal_transfer | 900.00 | outflow | transfer | Own Savings Account | Transfer from personal chequing to own savings account.
Faris Mahmood,FMS0022,2026-04-05,internal_transfer,$900.00,inflow,transfer,Own Chequing Account,Matching transfer into own savings account.,FM_SAVINGS,personal,posted,,,,FMS0021,,2026-04-05 | internal_transfer | 900.00 | inflow | transfer | Own Chequing Account | Matching transfer into own savings account.
Faris Mahmood,FMR000285,2026-04-07,business_supplies,$32.44,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-07 | business_supplies | 32.44 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000387,2026-04-07,rental_income,$938.68,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-07 | rental_income | 938.68 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000543,2026-04-07,tip_income,$64.92,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-07 | tip_income | 64.92 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000045,2026-04-08,freelance_income,$762.02,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-08 | freelance_income | 762.02 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000100,2026-04-08,freelance_income,$458.46,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-08 | freelance_income | 458.46 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000304,2026-04-08,software_subscription,$58.13,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-08 | software_subscription | 58.13 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000015,2026-04-09,interest_income,$20.40,inflow,income,Bank,Savings account interest credit,FM_SAVINGS,personal,posted,,,,,,2026-04-09 | interest_income | 20.40 | inflow | income | Bank | Savings account interest credit
Faris Mahmood,FMR000595,2026-04-09,rental_income,$636.26,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-09 | rental_income | 636.26 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000455,2026-04-10,electricity_bill,$107.21,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-10 | electricity_bill | 107.21 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000542,2026-04-10,personal_spending,$178.10,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-10 | personal_spending | 178.10 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000166,2026-04-11,freelance_income,$651.73,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-11 | freelance_income | 651.73 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000216,2026-04-11,business_sale_income,$202.78,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-11 | business_sale_income | 202.78 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000095,2026-04-12,tip_income,$44.85,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-12 | tip_income | 44.85 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMS0023,2026-04-12,freelance_income,$720.00,inflow,income,Web Client,Website maintenance payment INV-441,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-12 | freelance_income | 720.00 | inflow | income | Web Client | Website maintenance payment INV-441
Faris Mahmood,FMS0024,2026-04-12,freelance_income,$720.00,inflow,income,Web Client,Website maintenance payment INV-441,FM_CHQ_PERSONAL,personal,posted,,,,FMS0023,,2026-04-12 | freelance_income | 720.00 | inflow | income | Web Client | Website maintenance payment INV-441
Faris Mahmood,FMR000381,2026-04-13,business_supplies,$119.34,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-13 | business_supplies | 119.34 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000499,2026-04-13,personal_spending,$163.04,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-13 | personal_spending | 163.04 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000078,2026-04-14,freelance_income,$170.37,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-14 | freelance_income | 170.37 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000588,2026-04-14,groceries,$142.01,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-14 | groceries | 142.01 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000061,2026-04-15,restaurant_meal,$68.64,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-15 | restaurant_meal | 68.64 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000172,2026-04-16,personal_spending,$157.07,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2026-04-16 | personal_spending | 157.07 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000192,2026-04-16,software_subscription,$25.67,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-16 | software_subscription | 25.67 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000215,2026-04-16,business_supplies,$68.79,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-16 | business_supplies | 68.79 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000505,2026-04-16,business_advertising,$77.18,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2026-04-16 | business_advertising | 77.18 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000220,2026-04-17,freelance_income,$327.40,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2026-04-17 | freelance_income | 327.40 | inflow | income | Freelance Client | Freelance professional work payment
